PERIOD,cl_id,MCC,currency,TRDATETIME,amount,target_flag,target_sum,trx_category_mul,year,ymonth,mday,wday,is_weekend,mcc_group,amount_log,channel_type_type0,channel_type_type1,channel_type_type2,channel_type_type3,channel_type_type4,channel_type_type5,trx_category_BACK_TRX,trx_category_C2C_IN,trx_category_C2C_OUT,trx_category_CASH_ADV,trx_category_CAT,trx_category_DEPOSIT,trx_category_POS,trx_category_WD_ATM_OTHER,trx_category_WD_ATM_PARTNER,trx_category_WD_ATM_ROS
01/08/2017,718,5812,810,2017-08-01 00:00:00,45.8,1,85820.33,-1,2017,8,1,1,False,11.0,45.8,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
01/08/2017,1304,5411,810,2017-08-20 00:00:00,1427.0,1,306763.71,-1,2017,8,20,6,True,8.0,1427.0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
01/11/2016,1422,5921,810,2016-11-12 00:00:00,5962.0,1,74198.66,-1,2016,11,12,5,True,11.0,5962.0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
01/10/2016,9346,5411,810,2016-10-24 00:00:00,140.0,1,288486.11,-1,2016,10,24,0,False,8.0,140.0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
01/07/2017,1160,5411,810,2017-07-19 00:00:00,9911.5,1,54315.15,-1,2017,7,19,2,False,8.0,9911.5,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
01/04/2017,2993,5814,810,2017-04-17 00:00:00,90.0,1,71507.81,-1,2017,4,17,0,False,11.0,90.0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
01/01/2017,9539,6011,810,2017-01-21 15:12:22,8000.0,1,126782.06,1,2017,1,21,5,True,7.0,8000.0,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
01/01/2017,6859,5719,810,2017-01-21 00:00:00,1365.0,0,0.0,-1,2017,1,21,5,True,11.0,1365.0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
01/06/2017,2063,7922,810,2017-06-06 00:00:00,2489.63,1,61488.6,-1,2017,6,6,1,False,16.0,2489.63,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
01/08/2017,6357,6011,810,2017-08-09 23:31:51,16000.0,0,0.0,1,2017,8,9,2,False,7.0,16000.0,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
01/07/2017,9964,5411,810,2017-07-28 00:00:00,85.0,0,0.0,-1,2017,7,28,4,False,8.0,85.0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
01/12/2016,594,6011,810,2016-12-03 13:07:57,50000.0,1,83789.5,-1,2016,12,3,5,True,7.0,50000.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
01/07/2017,6405,5411,810,2017-07-15 00:00:00,340.0,0,0.0,-1,2017,7,15,5,True,8.0,340.0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
01/06/2017,5414,5411,810,2017-06-23 00:00:00,2256.0,1,240845.39,-1,2017,6,23,4,False,8.0,2256.0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
01/05/2017,7419,5411,810,2017-05-14 00:00:00,1231.02,0,0.0,-1,2017,5,14,6,True,8.0,1231.02,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
01/07/2017,6772,6012,810,2017-07-27 12:55:26,3609.7,0,0.0,1,2017,7,27,3,False,7.0,3609.7,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
01/07/2017,9244,5499,810,2017-07-31 00:00:00,62.0,1,49301.36,-1,2017,7,31,0,False,8.0,62.0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
01/01/2017,9674,5411,810,2017-01-14 00:00:00,625.0,0,0.0,-1,2017,1,14,5,True,8.0,625.0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
01/05/2017,4931,5411,810,2017-05-06 00:00:00,537.0,0,0.0,-1,2017,5,6,5,True,8.0,537.0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
01/03/2017,7000,6011,810,2017-03-05 08:41:43,40000.0,0,0.0,-1,2017,3,5,6,True,7.0,40000.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
01/08/2017,4813,6011,810,2017-08-27 10:55:29,15000.0,0,0.0,1,2017,8,27,6,True,7.0,15000.0,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
01/02/2017,3813,5311,810,2017-02-18 00:00:00,1897.0,1,110660.57,-1,2017,2,18,5,True,8.0,1897.0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
01/12/2017,5089,5712,810,2017-12-30 00:00:00,1172.0,1,396649.93,-1,2017,12,30,5,True,11.0,1172.0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
01/06/2017,2704,5814,810,2017-06-05 00:00:00,195.0,1,237942.13,-1,2017,6,5,0,False,11.0,195.0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
01/07/2017,7158,5411,764,2017-07-11 00:00:00,283.5,0,0.0,-1,2017,7,11,1,False,8.0,283.5,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
01/07/2017,1890,5921,810,2017-07-04 00:00:00,214.5,1,78295.82,-1,2017,7,4,1,False,11.0,214.5,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
01/12/2016,10110,8299,810,2016-12-14 00:00:00,1530.0,1,71649.5,-1,2016,12,14,2,False,17.0,1530.0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
01/04/2017,235,5411,810,2017-04-20 00:00:00,1381.99,1,171614.7,-1,2017,4,20,3,False,8.0,1381.99,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
01/04/2017,6204,5499,810,2017-04-07 00:00:00,98.0,0,0.0,-1,2017,4,7,4,False,8.0,98.0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
01/05/2017,2101,5541,810,2017-05-19 00:00:00,3102.22,1,271011.94,-1,2017,5,19,4,False,9.0,3102.22,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
01/11/2016,8214,4511,458,2016-11-14 00:00:00,132.06,0,0.0,-1,2016,11,14,0,False,5.0,132.06,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
01/12/2016,3543,4812,810,2016-12-31 00:00:00,21539.0,1,596120.3,-1,2016,12,31,5,True,6.0,21539.0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
01/09/2017,4563,5816,810,2017-09-24 00:00:00,500.0,1,143265.06,-1,2017,9,24,6,True,11.0,500.0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
01/08/2017,7101,5411,810,2017-08-04 00:00:00,2161.5,0,0.0,-1,2017,8,4,4,False,8.0,2161.5,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
01/07/2017,3561,6011,810,2017-07-31 18:58:00,5000.0,0,0.0,1,2017,7,31,0,False,7.0,5000.0,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
01/07/2017,9472,5814,810,2017-07-10 00:00:00,25.0,1,40038.38,-1,2017,7,10,0,False,11.0,25.0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
01/12/2016,9149,5812,810,2016-12-21 00:00:00,694.0,0,0.0,-1,2016,12,21,2,False,11.0,694.0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
01/12/2016,7733,5944,810,2016-12-27 00:00:00,9310.0,0,0.0,-1,2016,12,27,1,False,11.0,9310.0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
01/10/2016,1299,6011,810,2016-10-22 12:52:14,100000.0,1,89899.29,-1,2016,10,22,5,True,7.0,100000.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
01/05/2017,3572,5499,810,2017-05-13 00:00:00,130.0,1,65009.91,-1,2017,5,13,5,True,8.0,130.0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
01/01/2017,8988,7230,810,2017-01-12 00:00:00,7152.0,1,4616.24,-1,2017,1,12,3,False,13.0,7152.0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
01/12/2016,3030,6011,810,2016-12-15 07:23:16,35000.0,1,78172.23,-1,2016,12,15,3,False,7.0,35000.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
01/04/2017,2889,6011,810,2017-04-27 00:34:16,10000.0,1,57033.7,-1,2017,4,27,3,False,7.0,10000.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
01/03/2017,117,5661,810,2017-03-03 00:00:00,2198.0,1,295.0,-1,2017,3,3,4,False,10.0,2198.0,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
01/04/2017,2812,5912,810,2017-04-29 00:00:00,282.5,0,0.0,-1,2017,4,29,5,True,11.0,282.5,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
01/12/2016,9166,6011,810,2016-12-15 21:44:29,10000.0,1,52708.77,1,2016,12,15,3,False,7.0,10000.0,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
01/01/2017,7643,5499,810,2017-01-25 00:00:00,2508.0,1,378480.64,-1,2017,1,25,2,False,8.0,2508.0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
01/08/2017,5477,5411,810,2017-08-31 00:00:00,5111.0,1,33500.0,-1,2017,8,31,3,False,8.0,5111.0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
01/08/2017,104,5541,810,2017-08-24 00:00:00,1999.9,1,3646.5,-1,2017,8,24,3,False,9.0,1999.9,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
01/02/2017,8475,5999,810,2017-02-17 06:41:56,100.0,1,36.85,-1,2017,2,17,4,False,11.0,100.0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
01/01/2017,9137,4121,810,2017-01-30 00:00:00,174.0,0,0.0,-1,2017,1,30,0,False,5.0,174.0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
01/02/2017,866,8062,704,2017-02-03 00:00:00,4989000.0,1,72153.97,-1,2017,2,3,4,False,17.0,4989000.0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
01/02/2017,2533,5411,810,2017-02-01 00:00:00,1182.28,1,156478.74,-1,2017,2,1,2,False,8.0,1182.28,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
01/01/2017,8624,5992,810,2017-01-10 00:00:00,1530.0,0,0.0,-1,2017,1,10,1,False,11.0,1530.0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
01/06/2017,5394,5411,810,2017-06-02 00:00:00,85.0,1,273204.4,-1,2017,6,2,4,False,8.0,85.0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
01/02/2017,7378,5661,810,2017-02-28 00:00:00,4790.0,0,0.0,-1,2017,2,28,1,False,10.0,4790.0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
01/09/2017,2040,5947,810,2017-09-09 00:00:00,5100.0,1,126206.59,-1,2017,9,9,5,True,11.0,5100.0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
01/06/2017,6477,5411,810,2017-06-09 00:00:00,243.7,0,0.0,-1,2017,6,9,4,False,8.0,243.7,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
01/08/2017,9279,5411,810,2017-08-25 00:00:00,252.32,0,0.0,-1,2017,8,25,4,False,8.0,252.32,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
01/04/2017,1443,5814,810,2017-04-11 00:00:00,308.0,1,390027.67,-1,2017,4,11,1,False,11.0,308.0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
01/06/2017,6427,5411,810,2017-06-03 00:00:00,500.0,1,566359.14,-1,2017,6,3,5,True,8.0,500.0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
01/12/2016,6768,5814,810,2016-12-31 00:00:00,250.0,1,92.0,-1,2016,12,31,5,True,11.0,250.0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
01/05/2017,3988,6011,810,2017-05-02 00:00:00,6000.0,1,320869.75,-1,2017,5,2,1,False,7.0,6000.0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
01/09/2017,4271,6011,810,2017-09-08 00:00:00,1500.0,0,0.0,-1,2017,9,8,4,False,7.0,1500.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
01/07/2017,2695,5411,810,2017-07-12 00:00:00,939.62,1,47867.41,-1,2017,7,12,2,False,8.0,939.62,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
01/04/2017,5793,5964,840,2017-04-03 00:00:00,19.25,1,133.35,-1,2017,4,3,0,False,12.0,19.25,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
01/07/2017,3499,7832,810,2017-07-29 00:00:00,730.0,1,125158.49,-1,2017,7,29,5,True,16.0,730.0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
01/06/2017,9521,5411,810,2017-06-05 00:00:00,1359.0,0,0.0,-1,2017,6,5,0,False,8.0,1359.0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
01/04/2017,10117,5411,810,2017-04-24 00:00:00,250.0,1,16438.46,-1,2017,4,24,0,False,8.0,250.0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
01/08/2017,8674,5411,810,2017-08-24 00:00:00,1831.8,1,1961.0,-1,2017,8,24,3,False,8.0,1831.8,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
01/12/2016,8735,5411,810,2016-12-03 00:00:00,370.45,0,0.0,-1,2016,12,3,5,True,8.0,370.45,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
01/09/2017,757,6011,810,2017-09-25 00:00:00,2000.0,1,512161.42,-1,2017,9,25,0,False,7.0,2000.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
01/08/2017,1765,5211,810,2017-08-31 00:00:00,750.0,1,130588.7,-1,2017,8,31,3,False,8.0,750.0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
01/07/2017,2412,5411,810,2017-07-10 00:00:00,75.0,1,42834.97,-1,2017,7,10,0,False,8.0,75.0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
01/06/2017,3610,5814,810,2017-06-16 00:00:00,827.0,1,152734.95,-1,2017,6,16,4,False,11.0,827.0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
01/10/2016,3162,7832,810,2016-10-23 00:00:00,260.0,0,0.0,-1,2016,10,23,6,True,16.0,260.0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
01/01/2017,5669,5411,810,2017-01-26 00:00:00,124.0,1,23.05,-1,2017,1,26,3,False,8.0,124.0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
01/07/2017,373,4215,810,2017-07-16 00:00:00,4938.0,1,254670.24,-1,2017,7,16,6,True,5.0,4938.0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
